Data hora,Activa  kW,Reactiva Indutiva  kVAR,Reactiva Capacitiva  kVAR

01/01/2018 00:00,13,10,0
01/01/2018 00:15,15,9,0
01/01/2018 00:30,14,10,0
01/01/2018 00:45,14,9,0
01/01/2018 01:00,13,9,0
01/01/2018 01:15,14,10,0
01/01/2018 01:30,14,9,0
01/01/2018 01:45,15,10,0
01/01/2018 02:00,13,9,0
01/01/2018 02:15,14,10,0
01/01/2018 02:30,16,9,0
01/01/2018 02:45,14,10,0
01/01/2018 03:00,13,9,0
01/01/2018 03:15,14,10,0
01/01/2018 03:30,15,10,0
01/01/2018 03:45,14,9,0
01/01/2018 04:00,12,10,0
01/01/2018 04:15,15,9,0
01/01/2018 04:30,14,10,0
01/01/2018 04:45,14,9,0
01/01/2018 05:00,14,10,0
01/01/2018 05:15,14,9,0
01/01/2018 05:30,12,9,0
01/01/2018 05:45,14,9,0
01/01/2018 06:00,14,9,0
01/01/2018 06:15,14,9,0
01/01/2018 06:30,14,9,0
01/01/2018 06:45,14,9,0
01/01/2018 07:00,14,9,0
01/01/2018 07:15,13,10,0
01/01/2018 07:30,14,9,0
01/01/2018 07:45,15,9,0
01/01/2018 08:00,15,9,0
01/01/2018 08:15,15,10,0
01/01/2018 08:30,14,8,0
01/01/2018 08:45,14,10,0
01/01/2018 09:00,12,9,0
01/01/2018 09:15,14,9,0
01/01/2018 09:30,14,9,0
01/01/2018 09:45,14,8,0
01/01/2018 10:00,14,9,0
01/01/2018 10:15,14,9,0
01/01/2018 10:30,12,9,0
01/01/2018 10:45,14,9,0
01/01/2018 11:00,14,9,0
01/01/2018 11:15,14,8,0
01/01/2018 11:30,12,9,0
01/01/2018 11:45,14,9,0
01/01/2018 12:00,15,8,0
01/01/2018 12:15,17,9,0
01/01/2018 12:30,15,8,0
01/01/2018 12:45,17,9,0
01/01/2018 13:00,16,9,0
01/01/2018 13:15,15,9,0
01/01/2018 13:30,17,9,0
01/01/2018 13:45,16,10,0
01/01/2018 14:00,16,9,0
01/01/2018 14:15,17,9,0
01/01/2018 14:30,16,8,0
01/01/2018 14:45,16,9,0
01/01/2018 15:00,17,9,0
01/01/2018 15:15,16,9,0
01/01/2018 15:30,17,9,0
01/01/2018 15:45,16,9,0
01/01/2018 16:00,15,8,0
01/01/2018 16:15,15,8,0
01/01/2018 16:30,15,8,0
01/01/2018 16:45,16,8,0
01/01/2018 17:00,16,8,0
01/01/2018 17:15,15,8,0
01/01/2018 17:30,14,8,0
01/01/2018 17:45,16,8,0
01/01/2018 18:00,15,8,0
01/01/2018 18:15,16,8,0
01/01/2018 18:30,14,8,0
01/01/2018 18:45,15,9,0
01/01/2018 19:00,16,8,0
01/01/2018 19:15,15,8,0
01/01/2018 19:30,15,8,0
01/01/2018 19:45,15,8,0
01/01/2018 20:00,16,9,0
01/01/2018 20:15,16,8,0
01/01/2018 20:30,15,8,0
01/01/2018 20:45,16,9,0
01/01/2018 21:00,15,8,0
01/01/2018 21:15,17,9,0
01/01/2018 21:30,17,8,0
01/01/2018 21:45,16,8,0
01/01/2018 22:00,15,9,0
01/01/2018 22:15,16,8,0
01/01/2018 22:30,16,9,0
01/01/2018 22:45,16,8,0
01/01/2018 23:00,16,9,0
01/01/2018 23:15,15,8,0
01/01/2018 23:30,16,9,0
01/01/2018 23:45,18,10,0
02/01/2018 00:00,16,9,0
02/01/2018 00:15,18,8,0
02/01/2018 00:30,17,10,0
02/01/2018 00:45,16,8,0
02/01/2018 01:00,16,9,0
02/01/2018 01:15,16,9,0
02/01/2018 01:30,17,8,0
02/01/2018 01:45,16,9,0
02/01/2018 02:00,17,8,0
02/01/2018 02:15,17,9,0
02/01/2018 02:30,17,9,0
02/01/2018 02:45,16,9,0
02/01/2018 03:00,17,9,0
02/01/2018 03:15,17,8,0
02/01/2018 03:30,17,9,0
02/01/2018 03:45,16,9,0
02/01/2018 04:00,17,9,0
02/01/2018 04:15,17,9,0
02/01/2018 04:30,17,9,0
02/01/2018 04:45,17,9,0
02/01/2018 05:00,17,9,0
02/01/2018 05:15,16,9,0
02/01/2018 05:30,17,8,0
02/01/2018 05:45,17,9,0
02/01/2018 06:00,17,9,0
02/01/2018 06:15,16,9,0
02/01/2018 06:30,15,9,0
02/01/2018 06:45,18,9,0
02/01/2018 07:00,16,8,0
02/01/2018 07:15,17,9,0
02/01/2018 07:30,16,9,0
02/01/2018 07:45,18,9,0
02/01/2018 08:00,17,9,0
02/01/2018 08:15,16,9,0
02/01/2018 08:30,17,8,0
02/01/2018 08:45,16,9,0
02/01/2018 09:00,16,8,0
02/01/2018 09:15,17,9,0
02/01/2018 09:30,15,8,0
02/01/2018 09:45,16,9,0
02/01/2018 10:00,17,8,0
02/01/2018 10:15,17,9,0
02/01/2018 10:30,17,8,0
02/01/2018 10:45,13,9,0
02/01/2018 11:00,15,9,0
02/01/2018 11:15,15,9,0
02/01/2018 11:30,15,9,0
02/01/2018 11:45,14,10,0
02/01/2018 12:00,15,8,0
02/01/2018 12:15,14,9,0
02/01/2018 12:30,15,9,0
02/01/2018 12:45,13,9,0
02/01/2018 13:00,15,9,0
02/01/2018 13:15,15,8,0
02/01/2018 13:30,14,9,0
02/01/2018 13:45,15,9,0
02/01/2018 14:00,14,9,0
02/01/2018 14:15,13,9,0
02/01/2018 14:30,16,8,0
02/01/2018 14:45,15,9,0
02/01/2018 15:00,14,9,0
02/01/2018 15:15,14,9,0
02/01/2018 15:30,14,8,0
02/01/2018 15:45,14,8,0
02/01/2018 16:00,14,8,0
02/01/2018 16:15,14,8,0
02/01/2018 16:30,15,8,0
02/01/2018 16:45,14,8,0
02/01/2018 17:00,15,8,0
02/01/2018 17:15,14,9,0
02/01/2018 17:30,13,8,0
02/01/2018 17:45,14,8,0
02/01/2018 18:00,14,8,0
02/01/2018 18:15,13,9,0
02/01/2018 18:30,13,8,0
02/01/2018 18:45,14,9,0
02/01/2018 19:00,12,9,0
02/01/2018 19:15,14,8,0
02/01/2018 19:30,14,9,0
02/01/2018 19:45,12,9,0
02/01/2018 20:00,13,9,0
02/01/2018 20:15,15,9,0
02/01/2018 20:30,12,9,0
02/01/2018 20:45,14,9,0
02/01/2018 21:00,15,9,0
02/01/2018 21:15,13,8,0
02/01/2018 21:30,14,9,0
02/01/2018 21:45,14,9,0
02/01/2018 22:00,14,9,0
02/01/2018 22:15,16,8,0
02/01/2018 22:30,13,9,0
02/01/2018 22:45,14,9,0
02/01/2018 23:00,13,9,0
02/01/2018 23:15,14,9,0
02/01/2018 23:30,14,8,0
02/01/2018 23:45,12,8,0
03/01/2018 00:00,13,8,0
03/01/2018 00:15,13,8,0
03/01/2018 00:30,14,8,0
03/01/2018 00:45,12,8,0
03/01/2018 01:00,13,8,0
03/01/2018 01:15,14,9,0
03/01/2018 01:30,12,8,0
03/01/2018 01:45,14,9,0
03/01/2018 02:00,14,9,0
03/01/2018 02:15,12,9,0
03/01/2018 02:30,14,8,0
03/01/2018 02:45,13,9,0
03/01/2018 03:00,14,9,0
03/01/2018 03:15,13,9,0
03/01/2018 03:30,14,8,0
03/01/2018 03:45,13,9,0
03/01/2018 04:00,14,9,0
03/01/2018 04:15,14,9,0
03/01/2018 04:30,14,9,0
03/01/2018 04:45,12,9,0
03/01/2018 05:00,14,9,0
03/01/2018 05:15,14,9,0
03/01/2018 05:30,14,9,0
03/01/2018 05:45,16,8,0
03/01/2018 06:00,15,9,0
03/01/2018 06:15,12,9,0
03/01/2018 06:30,14,8,0
03/01/2018 06:45,14,9,0
03/01/2018 07:00,12,8,0
03/01/2018 07:15,14,8,0
03/01/2018 07:30,13,8,0
03/01/2018 07:45,14,9,0
03/01/2018 08:00,13,8,0
03/01/2018 08:15,14,8,0
03/01/2018 08:30,15,7,0
03/01/2018 08:45,16,8,0
03/01/2018 09:00,17,9,0
03/01/2018 09:15,19,8,0
03/01/2018 09:30,22,9,0
03/01/2018 09:45,21,10,0
03/01/2018 10:00,22,9,0
03/01/2018 10:15,22,9,0
03/01/2018 10:30,21,10,0
03/01/2018 10:45,23,9,0
03/01/2018 11:00,22,10,0
03/01/2018 11:15,23,11,0
03/01/2018 11:30,24,9,0
03/01/2018 11:45,23,11,0
03/01/2018 12:00,24,10,0
03/01/2018 12:15,24,10,0
03/01/2018 12:30,25,11,0
03/01/2018 12:45,27,11,0
03/01/2018 13:00,25,11,0
03/01/2018 13:15,27,11,0
03/01/2018 13:30,25,11,0
03/01/2018 13:45,25,11,0
03/01/2018 14:00,27,10,0
03/01/2018 14:15,27,12,0
03/01/2018 14:30,28,11,0
03/01/2018 14:45,25,11,0
03/01/2018 15:00,23,11,0
03/01/2018 15:15,25,11,0
03/01/2018 15:30,23,10,0
03/01/2018 15:45,23,10,0
03/01/2018 16:00,23,11,0
03/01/2018 16:15,24,11,0
03/01/2018 16:30,22,10,0
03/01/2018 16:45,23,11,0
03/01/2018 17:00,23,11,0
03/01/2018 17:15,20,9,0
03/01/2018 17:30,20,10,0
03/01/2018 17:45,16,9,0
03/01/2018 18:00,16,8,0
03/01/2018 18:15,15,9,0
03/01/2018 18:30,14,8,0
03/01/2018 18:45,15,8,0
03/01/2018 19:00,14,9,0
03/01/2018 19:15,15,8,0
03/01/2018 19:30,15,8,0
03/01/2018 19:45,15,8,0
03/01/2018 20:00,14,9,0
03/01/2018 20:15,14,8,0
03/01/2018 20:30,13,9,0
03/01/2018 20:45,15,8,0
03/01/2018 21:00,13,9,0
03/01/2018 21:15,15,8,0
03/01/2018 21:30,13,9,0
03/01/2018 21:45,14,9,0
03/01/2018 22:00,14,9,0
03/01/2018 22:15,13,9,0
03/01/2018 22:30,14,9,0
03/01/2018 22:45,13,9,0
03/01/2018 23:00,14,8,0
03/01/2018 23:15,14,9,0
03/01/2018 23:30,13,9,0
03/01/2018 23:45,14,9,0
04/01/2018 00:00,12,9,0
04/01/2018 00:15,14,8,0
04/01/2018 00:30,14,9,0
04/01/2018 00:45,13,9,0
04/01/2018 01:00,14,9,0
04/01/2018 01:15,13,9,0
04/01/2018 01:30,14,8,0
04/01/2018 01:45,12,8,0
04/01/2018 02:00,14,9,0
04/01/2018 02:15,16,8,0
04/01/2018 02:30,13,8,0
04/01/2018 02:45,15,9,0
04/01/2018 03:00,14,8,0
04/01/2018 03:15,14,9,0
04/01/2018 03:30,13,8,0
04/01/2018 03:45,14,9,0
04/01/2018 04:00,14,8,0
04/01/2018 04:15,13,8,0
04/01/2018 04:30,13,8,0
04/01/2018 04:45,14,9,0
04/01/2018 05:00,13,8,0
04/01/2018 05:15,13,8,0
04/01/2018 05:30,13,8,0
04/01/2018 05:45,13,8,0
04/01/2018 06:00,14,7,0
04/01/2018 06:15,13,8,0
04/01/2018 06:30,14,8,0
04/01/2018 06:45,12,8,0
04/01/2018 07:00,14,9,0
04/01/2018 07:15,12,8,0
04/01/2018 07:30,14,9,0
04/01/2018 07:45,14,9,0
04/01/2018 08:00,13,9,0
04/01/2018 08:15,14,7,0
04/01/2018 08:30,16,8,0
04/01/2018 08:45,15,8,0
04/01/2018 09:00,16,8,0
04/01/2018 09:15,18,8,0
04/01/2018 09:30,20,9,0
04/01/2018 09:45,23,10,0
04/01/2018 10:00,21,10,0
04/01/2018 10:15,28,10,0
04/01/2018 10:30,27,11,0
04/01/2018 10:45,26,10,0
04/01/2018 11:00,27,11,0
04/01/2018 11:15,24,11,0
04/01/2018 11:30,25,11,0
04/01/2018 11:45,26,11,0
04/01/2018 12:00,26,12,0
04/01/2018 12:15,28,11,0
04/01/2018 12:30,29,11,0
04/01/2018 12:45,28,12,0
04/01/2018 13:00,28,12,0
04/01/2018 13:15,26,11,0
04/01/2018 13:30,28,11,0
04/01/2018 13:45,24,10,0
04/01/2018 14:00,26,10,0
04/01/2018 14:15,25,11,0
04/01/2018 14:30,26,10,0
04/01/2018 14:45,26,10,0
04/01/2018 15:00,28,11,0
04/01/2018 15:15,27,12,0
04/01/2018 15:30,25,11,0
04/01/2018 15:45,26,11,0
04/01/2018 16:00,27,12,0
04/01/2018 16:15,26,11,0
04/01/2018 16:30,26,11,0
04/01/2018 16:45,26,11,0
04/01/2018 17:00,24,11,0
04/01/2018 17:15,23,10,0
04/01/2018 17:30,16,9,0
04/01/2018 17:45,18,10,0
04/01/2018 18:00,16,10,0
04/01/2018 18:15,16,9,0
04/01/2018 18:30,15,9,0
04/01/2018 18:45,17,9,0
04/01/2018 19:00,14,8,0
04/01/2018 19:15,14,6,0
04/01/2018 19:30,13,6,0
04/01/2018 19:45,14,7,0
04/01/2018 20:00,12,6,0
04/01/2018 20:15,13,7,0
04/01/2018 20:30,12,7,0
04/01/2018 20:45,14,6,0
04/01/2018 21:00,13,7,0
04/01/2018 21:15,12,5,0
04/01/2018 21:30,12,6,0
04/01/2018 21:45,13,6,0
04/01/2018 22:00,11,6,0
04/01/2018 22:15,13,6,0
04/01/2018 22:30,11,6,0
04/01/2018 22:45,12,6,0
04/01/2018 23:00,12,6,0
04/01/2018 23:15,12,6,0
04/01/2018 23:30,12,7,0
04/01/2018 23:45,13,6,0
05/01/2018 00:00,12,8,0
05/01/2018 00:15,14,6,0
05/01/2018 00:30,12,7,0
05/01/2018 00:45,15,7,0
05/01/2018 01:00,12,7,0
05/01/2018 01:15,14,6,0
05/01/2018 01:30,12,7,0
05/01/2018 01:45,13,7,0
05/01/2018 02:00,14,7,0
05/01/2018 02:15,17,7,0
05/01/2018 02:30,13,6,0
05/01/2018 02:45,15,7,0
05/01/2018 03:00,14,7,0
05/01/2018 03:15,13,7,0
05/01/2018 03:30,13,7,0
05/01/2018 03:45,14,7,0
05/01/2018 04:00,13,7,0
05/01/2018 04:15,14,7,0
05/01/2018 04:30,12,7,0
05/01/2018 04:45,14,7,0
05/01/2018 05:00,12,7,0
05/01/2018 05:15,14,7,0
05/01/2018 05:30,13,7,0
05/01/2018 05:45,14,7,0
05/01/2018 06:00,12,7,0
05/01/2018 06:15,14,10,0
05/01/2018 06:30,14,9,0
05/01/2018 06:45,14,9,0
05/01/2018 07:00,13,9,0
05/01/2018 07:15,15,9,0
05/01/2018 07:30,13,9,0
05/01/2018 07:45,14,9,0
05/01/2018 08:00,15,9,0
05/01/2018 08:15,16,9,0
05/01/2018 08:30,17,9,0
05/01/2018 08:45,20,9,0
05/01/2018 09:00,20,9,0
05/01/2018 09:15,19,8,0
05/01/2018 09:30,21,9,0
05/01/2018 09:45,20,9,0
05/01/2018 10:00,22,10,0
05/01/2018 10:15,22,9,0
05/01/2018 10:30,21,10,0
05/01/2018 10:45,21,10,0
05/01/2018 11:00,22,10,0
05/01/2018 11:15,23,10,0
05/01/2018 11:30,21,10,0
05/01/2018 11:45,21,11,0
05/01/2018 12:00,23,11,0
05/01/2018 12:15,23,11,0
05/01/2018 12:30,25,12,0
05/01/2018 12:45,25,11,0
05/01/2018 13:00,26,11,0
05/01/2018 13:15,25,11,0
05/01/2018 13:30,20,10,0
05/01/2018 13:45,22,11,0
05/01/2018 14:00,23,11,0
05/01/2018 14:15,22,11,0
05/01/2018 14:30,22,10,0
05/01/2018 14:45,24,10,0
05/01/2018 15:00,24,11,0
05/01/2018 15:15,24,10,0
05/01/2018 15:30,23,10,0
05/01/2018 15:45,22,9,0
05/01/2018 16:00,22,11,0
05/01/2018 16:15,23,10,0
05/01/2018 16:30,20,10,0
05/01/2018 16:45,21,9,0
05/01/2018 17:00,19,10,0
05/01/2018 17:15,18,9,0
05/01/2018 17:30,17,9,0
05/01/2018 17:45,14,8,0
05/01/2018 18:00,14,8,0
05/01/2018 18:15,13,8,0
05/01/2018 18:30,13,8,0
05/01/2018 18:45,15,9,0
05/01/2018 19:00,13,8,0
05/01/2018 19:15,14,8,0
05/01/2018 19:30,13,9,0
05/01/2018 19:45,12,8,0
05/01/2018 20:00,13,8,0
05/01/2018 20:15,13,9,0
05/01/2018 20:30,13,8,0
05/01/2018 20:45,13,9,0
05/01/2018 21:00,12,8,0
05/01/2018 21:15,14,9,0
05/01/2018 21:30,13,9,0
05/01/2018 21:45,13,8,0
05/01/2018 22:00,12,9,0
05/01/2018 22:15,15,8,0
05/01/2018 22:30,14,10,0
05/01/2018 22:45,14,10,0
05/01/2018 23:00,15,9,0
05/01/2018 23:15,14,9,0
05/01/2018 23:30,14,10,0
05/01/2018 23:45,15,9,0
06/01/2018 00:00,15,9,0
06/01/2018 00:15,15,9,0
06/01/2018 00:30,15,8,0
06/01/2018 00:45,15,9,0
06/01/2018 01:00,15,9,0
06/01/2018 01:15,14,9,0
06/01/2018 01:30,14,9,0
06/01/2018 01:45,15,9,0
06/01/2018 02:00,14,8,0
06/01/2018 02:15,13,8,0
06/01/2018 02:30,9,5,0
06/01/2018 02:45,6,5,0
06/01/2018 03:00,7,5,0
06/01/2018 03:15,9,6,0
06/01/2018 03:30,6,5,0
06/01/2018 03:45,7,5,0
06/01/2018 04:00,6,5,0
06/01/2018 04:15,7,6,0
06/01/2018 04:30,6,5,0
06/01/2018 04:45,7,5,0
06/01/2018 05:00,6,5,0
06/01/2018 05:15,8,6,0
06/01/2018 05:30,7,5,0
06/01/2018 05:45,7,5,0
06/01/2018 06:00,6,5,0
06/01/2018 06:15,8,5,0
06/01/2018 06:30,13,5,0
06/01/2018 06:45,14,4,0
06/01/2018 07:00,14,5,0
06/01/2018 07:15,13,5,0
06/01/2018 07:30,14,5,0
06/01/2018 07:45,14,5,0
06/01/2018 08:00,13,5,0
06/01/2018 08:15,15,5,0
06/01/2018 08:30,14,5,0
06/01/2018 08:45,15,5,0
06/01/2018 09:00,14,5,0
06/01/2018 09:15,15,5,0
06/01/2018 09:30,16,6,0
06/01/2018 09:45,16,6,0
06/01/2018 10:00,13,5,0
06/01/2018 10:15,14,5,0
06/01/2018 10:30,14,5,0
06/01/2018 10:45,15,5,0
06/01/2018 11:00,14,5,0
06/01/2018 11:15,14,5,0
06/01/2018 11:30,14,5,0
06/01/2018 11:45,13,5,0
06/01/2018 12:00,14,6,0
06/01/2018 12:15,14,5,0
06/01/2018 12:30,16,5,0
06/01/2018 12:45,15,5,0
06/01/2018 13:00,15,5,0
06/01/2018 13:15,14,5,0
06/01/2018 13:30,14,5,0
06/01/2018 13:45,14,5,0
06/01/2018 14:00,14,6,0
06/01/2018 14:15,15,5,0
06/01/2018 14:30,14,5,0
06/01/2018 14:45,15,6,0
06/01/2018 15:00,14,5,0
06/01/2018 15:15,14,5,0
06/01/2018 15:30,14,5,0
06/01/2018 15:45,14,6,0
06/01/2018 16:00,13,5,0
06/01/2018 16:15,14,6,0
06/01/2018 16:30,14,5,0
06/01/2018 16:45,14,5,0
06/01/2018 17:00,13,5,0
06/01/2018 17:15,14,6,0
06/01/2018 17:30,14,5,0
06/01/2018 17:45,15,5,0
06/01/2018 18:00,16,4,0
06/01/2018 18:15,17,5,0
06/01/2018 18:30,17,5,0
06/01/2018 18:45,17,5,0
06/01/2018 19:00,19,6,0
06/01/2018 19:15,17,5,0
06/01/2018 19:30,17,5,0
06/01/2018 19:45,18,5,0
06/01/2018 20:00,18,5,0
06/01/2018 20:15,17,5,0
06/01/2018 20:30,17,5,0
06/01/2018 20:45,17,5,0
06/01/2018 21:00,17,5,0
06/01/2018 21:15,17,5,0
06/01/2018 21:30,17,4,0
06/01/2018 21:45,17,5,0
06/01/2018 22:00,16,5,0
06/01/2018 22:15,17,5,0
06/01/2018 22:30,17,5,0
06/01/2018 22:45,16,5,0
06/01/2018 23:00,17,5,0
06/01/2018 23:15,17,5,0
06/01/2018 23:30,17,5,0
06/01/2018 23:45,17,5,0
07/01/2018 00:00,17,5,0
07/01/2018 00:15,17,5,0
07/01/2018 00:30,18,5,0
07/01/2018 00:45,18,5,0
07/01/2018 01:00,18,5,0
07/01/2018 01:15,19,4,0
07/01/2018 01:30,18,5,0
07/01/2018 01:45,18,5,0
07/01/2018 02:00,21,5,0
07/01/2018 02:15,17,5,0
07/01/2018 02:30,17,4,0
07/01/2018 02:45,18,5,0
07/01/2018 03:00,18,5,0
07/01/2018 03:15,18,5,0
07/01/2018 03:30,17,5,0
07/01/2018 03:45,18,5,0
07/01/2018 04:00,17,5,0
07/01/2018 04:15,17,5,0
07/01/2018 04:30,17,5,0
07/01/2018 04:45,17,4,0
